timestamp,symbol,close,volume,signal,returns,volatility,volume_ma
18-03-2026 13:35,OLECTRA,1032.45,4953823,GREEN,0.23498803827751202,2.4638442372433986,4630097.05
18-03-2026 13:35,CONCORDBIO,1147.9,316437,GREEN,0.11182139570923533,2.1684855311717017,4341462.25
18-03-2026 13:35,JINDALSAW,198.92,2388029,GREEN,-0.8267096436971861,2.172397753051561,4437853.3
18-03-2026 13:35,ADANIGREEN,896.9,1744215,GREEN,3.508847778001207,2.239928113762764,4505350.15
18-03-2026 13:35,ENTERO,1134.4,167513,GREEN,0.26480098115731976,2.2032184396946617,4216864.05
18-03-2026 13:35,LUMAXTECH,1637.7,271523,RED,0.4436706629055007,2.193239336394552,3844281.8
18-03-2026 13:35,AIAENG,3726.2,42511,RED,1.2752640898821515,2.193803249800531,3839488.25
18-03-2026 13:35,IREDA,118.4,5483730,RED,-0.9682250013418496,2.230978098309218,4106043.75
18-03-2026 13:35,SWIGGY,298.25,3191998,RED,1.519003378378378,2.202857179108127,4261316.05
18-03-2026 13:35,ASAHIINDIA,893.0,8929859,RED,1.9941324392288347,2.180155681130804,4610281.4
18-03-2026 13:40,CONCORDBIO,1147.9,316437,GREEN,0.2854423292273238,1.567334568538967,4378412.1
18-03-2026 13:40,ITCHOTELS,159.99,9137285,GREEN,-0.8606237477132155,1.5862675504003516,3074722.1
18-03-2026 13:40,MARKSANS,168.3,511423,GREEN,0.05194074629664347,1.309247020468815,2795836.6
18-03-2026 13:40,KEC,559.8,721987,GREEN,2.3262032085561493,1.3296153865792029,2823622.6
18-03-2026 13:40,INDIAMART,2103.0,82425,GREEN,2.756698821007503,1.400706210912164,2787551.45
18-03-2026 13:40,OPTIEMUS,352.7,209713,RED,-0.8322872087494056,1.4385412157701145,2351544.15
18-03-2026 13:40,ASAHIINDIA,893.0,8929859,RED,1.5318967961440317,1.4252706588120472,2411878.7
18-03-2026 13:40,MANORAMA,1338.8,63344,RED,0.49921612541993277,1.4048506782155896,2398363.9
18-03-2026 13:40,ENRIN,2838.6,391587,RED,1.1202569465192709,1.3747731360721338,2403069.85
18-03-2026 13:40,GLENMARK,2183.6,739711,RED,-0.23074755160994853,1.2674094245720726,2429670.45
18-03-2026 13:45,RAYMONDLSL,859.0,238516,GREEN,-0.6066129327715699,1.29763135397752,2193905.1
18-03-2026 13:45,SIGNATURE,796.5,376828,GREEN,-0.07275902211874274,1.3024441581840511,2196924.65
18-03-2026 13:45,PREMIERENE,861.35,4118523,GREEN,0.08141870684243568,1.2631610457196525,2283449.35
18-03-2026 13:45,WEBELSOLAR,62.77,14757338,GREEN,-0.9271260231032681,1.126914563231942,2934105.5
18-03-2026 13:45,ENTERO,1134.4,167513,GREEN,17.072327545005578,3.8741824374006657,2934105.5
18-03-2026 13:45,GLENMARK,2183.6,739711,RED,0.924894217207334,3.869926115908961,2957514.9
18-03-2026 13:45,KSB,809.95,477963,RED,-0.6290758380655798,3.8951298784390924,2979287.5
18-03-2026 13:45,MANORAMA,1338.8,63344,RED,0.6529415396012097,3.8632370818107753,2708268.2
18-03-2026 13:45,JBMA,570.85,35211085,RED,-0.5736106961458022,3.8861998165828346,4309222.55
18-03-2026 13:45,ASAHIINDIA,893.0,8929859,RED,0.5643338880616624,3.8845195872898994,4309222.55
18-03-2026 13:50,SHAILY,2346.2,1256567,GREEN,1.6273236282194845,3.880264659906655,4356229.05
18-03-2026 13:50,PRESTIGE,1321.6,607395,GREEN,-0.43670616315744604,3.8694217575385217,3929734.55
18-03-2026 13:50,HEXT,440.15,2518696,GREEN,-0.6669567191283292,3.8843983163279296,4030098.2
18-03-2026 13:50,VMM,108.48,11304939,GREEN,-0.7535385663978189,3.89879962117691,4559245.8
18-03-2026 13:50,CLEAN,718.05,247575,GREEN,5.619192477876106,4.0153519315050525,4567503.3
18-03-2026 13:50,MUTHOOTFIN,3441.0,798195,RED,3.792145393774807,4.025407470967678,4596927.4
18-03-2026 13:50,KSB,809.95,477963,RED,-0.7646178436501017,4.054976782651421,4174332.6
18-03-2026 13:50,LTF,268.55,4754344,RED,-0.6684363232298289,4.075687503898228,4408882.6
18-03-2026 13:50,BLS,245.6,827908,RED,-0.08545894619251537,4.086706965412673,4430698.65
18-03-2026 13:50,ABSLAMC,973.0,421321,RED,2.961726384364821,4.090394592645231,4414779.15
18-03-2026 13:55,MAPMYINDIA,898.3,434326,GREEN,-0.0767728674203495,4.078716503492229,4424569.65
18-03-2026 13:55,HEMIPROP,135.25,530245,GREEN,-0.8494378270065679,4.09695370877609,4432240.5
18-03-2026 13:55,AETHER,1065.8,200289,GREEN,6.880221811460259,4.265346975959164,4236328.8
18-03-2026 13:55,NBCC,88.03,10186854,GREEN,-0.9174047663726778,4.2650344033495236,4007804.6
18-03-2026 13:55,CLEAN,718.05,247575,GREEN,7.156878336930591,2.654182057894553,4011807.7
18-03-2026 13:55,CONCORDBIO,1147.9,316437,RED,0.598635192535339,2.656884726494871,3990644.0
18-03-2026 13:55,MMTC,62.6,104330024,RED,-0.9454656328948514,2.6690842239178942,9183247.05
18-03-2026 13:55,LTF,268.55,4754344,RED,3.289936102236422,2.70779042062075,9417797.05
18-03-2026 13:55,INOXGREEN,145.49,1022975,RED,-0.4582386892571215,2.7037365214216877,7708391.55
18-03-2026 13:55,FACT,814.1,487242,RED,4.595573578940133,2.7952418132877765,7286260.7
18-03-2026 14:00,MAPMYINDIA,898.3,434326,GREEN,0.10342709740818079,2.8121615408454907,7245148.65
18-03-2026 14:00,JSFB,360.75,263336,GREEN,-0.5984081041968161,2.818003167177452,7227945.7
18-03-2026 14:00,AETHER,1065.8,200289,GREEN,1.9544005544005545,2.7769477225236456,7112025.35
18-03-2026 14:00,THERMAX,3300.5,149971,GREEN,2.096734847063239,2.725618937327453,6554276.95
18-03-2026 14:00,LLOYDSENT,47.61,3136207,GREEN,-0.9855749128919861,2.6219094540799714,6698708.55
18-03-2026 14:00,CYIENTDLM,313.65,14843124,RED,5.587901701323251,2.737977861916069,7400955.0
18-03-2026 14:00,ABFRL,60.05,4868379,RED,-0.8085445560337956,2.739859592571219,7620475.8
18-03-2026 14:00,PARKHOTELS,112.45,704838,RED,0.8726061615320568,2.6987578875033154,7418000.5
18-03-2026 14:00,GHCL,456.35,135479,RED,3.058248110271232,2.691954131351243,7383379.05
18-03-2026 14:00,STYRENIX,2007.0,50808,RED,3.397940177495343,2.7046582677271975,7364853.4
18-03-2026 14:05,RAYMONDLSL,859.0,238516,GREEN,-0.5719980069755854,2.7239560695178437,7355062.9
18-03-2026 14:05,THANGAMAYL,3553.0,81779,GREEN,3.1362048894062866,2.6750684114243017,7332639.6
18-03-2026 14:05,DIACABS,131.0,1783130,GREEN,-0.9631297495074584,2.4692424458394817,7411781.65
18-03-2026 14:05,STLTECH,193.68,12760861,GREEN,0.4784732824427482,2.417089681123894,7540482.0
18-03-2026 14:05,LATENTVIEW,287.2,1437302,GREEN,0.4828583230070218,2.032314874155971,7599968.35
18-03-2026 14:05,CYIENTDLM,313.65,14843124,RED,0.09209610027855142,2.0435397931304053,8326302.7
18-03-2026 14:05,KSCL,792.8,88849,RED,1.5276582177586482,1.9813512861892755,3114243.95
18-03-2026 14:05,GESHIP,1428.6,552829,RED,0.8019677093844602,1.9281800960591147,2904168.2
18-03-2026 14:05,HEXT,440.15,2518696,RED,-0.6919011619767604,1.9393681427606746,2978954.25
18-03-2026 14:05,KPIL,1079.5,379837,RED,1.4525729864818815,1.7676261111743614,2973584.0
18-03-2026 14:10,DIACABS,131.0,1783130,GREEN,-0.8786475220009263,1.8076501683270982,3041024.2
18-03-2026 14:10,TRIDENT,24.7,81939797,GREEN,-0.8114503816793893,1.817989908973608,7124847.25
18-03-2026 14:10,ELECTCAST,72.99,2063143,GREEN,1.955060728744939,1.818008893021096,7217989.95
18-03-2026 14:10,POWERMECH,2044.3,219471,GREEN,27.00794629401288,6.108236257675981,7221464.95
18-03-2026 14:10,HONASA,287.0,967397,GREEN,-0.8596096463337084,6.104835083619233,7113024.45
18-03-2026 14:10,EMBDL,51.9,2761841,RED,-0.8191637630662021,6.086511205868826,6508960.3
18-03-2026 14:10,KSCL,792.8,88849,RED,14.27552986512524,6.643240398586622,6269983.8
18-03-2026 14:10,GAEL,136.18,547864,RED,-0.8282290615539858,6.677948287599759,6262135.1
18-03-2026 14:10,FDC,339.4,96378,RED,1.4922896166838004,6.681004731569096,6260180.05
18-03-2026 14:10,WAAREEENER,3160.7,6089133,RED,8.31261048909841,6.805617300722886,6562096.3
18-03-2026 14:15,THOMASCOOK,96.5,2800671,GREEN,-0.9694687885594964,6.816337715456267,6690204.05
18-03-2026 14:15,TRIDENT,24.7,81939797,GREEN,-0.7440414507772021,6.858648848519969,10783104.95
18-03-2026 14:15,GANECOS,838.4,128837,GREEN,32.94331983805668,9.597251806242879,10700390.3
18-03-2026 14:15,ELECTCAST,72.99,2063143,GREEN,-0.9129413167938931,9.63071785528014,10165504.4
18-03-2026 14:15,HONASA,287.0,967397,GREEN,2.9320454856829707,9.597262150867202,10142009.15
18-03-2026 14:15,MAPMYINDIA,898.3,434326,RED,2.129965156794425,9.561390375053524,9421569.25
18-03-2026 14:15,HFCL,73.64,18935121,RED,-0.9180229322052766,9.615087052005089,10363882.85
18-03-2026 14:15,ELECON,401.75,463656,RED,4.4555947854426945,9.580906266366492,10359424.2
18-03-2026 14:15,OSWALPUMPS,318.55,1017476,RED,-0.2070939639079029,9.56788009458085,10284363.2
18-03-2026 14:15,RELINFRA,80.42,2176641,RED,-0.7475435567414849,9.616684908539499,10374203.4
